TIME,VP,RHOB,DT,AI, 
0.73233925,3443.8611,2374.7766,290.37412,8178417.6,
0.73242803,3432.4324,2372.8057,291.3386,8144494.5,
0.73251455,3478.082,2380.6176,287.5643,8280339.4,
0.73260106,3523.6999,2388.4241,283.79262,8416090,
0.73269434,3395.262,2366.0381,294.94997,8036193.2,
0.73278762,3266.8809,2343.6621,306.10239,7656464.5,
0.73287622,3353.5392,2358.9044,298.39165,7911998.7,
0.73296482,3440.1809,2374.1438,290.68239,8167484,
0.73305783,3358.801,2359.8471,297.90017,7927420.3,
0.73315084,3277.4194,2345.55,305.1181,7687351.5,
0.73324194,3299.3276,2349.4561,303.09734,7751660.2,
0.73333304,3345.7717,2357.6849,298.88472,7888275.2,
0.73341965,3421.1182,2370.8247,292.33224,8111085.2,
0.73350625,3519.6233,2387.7328,284.1213,8403920.7,
0.73358793,3648.9742,2409.2829,274.16143,8792305.8,
0.73366962,3730.7227,2422.7573,268.04459,9038635,
0.73375288,3706.4975,2418.8097,269.80258,8965361.6,
0.73383615,3659.0697,2411.0397,273.29352,8822162.2,
0.73392261,3581.8259,2398.1665,279.24532,8590261.7,
0.73400907,3527.7773,2389.1145,283.46461,8428264,
0.73409424,3552.6413,2393.3021,281.49448,8502648.3,
0.73417941,3577.4646,2397.4829,279.52757,8576911,
0.73426736,3524.3197,2388.4783,283.807,8418237.7,
0.7343553,3467.576,2378.8562,288.38591,8248864.5,
0.73444339,3461.803,2377.8656,288.86675,8231702.1,
0.73453148,3459.7048,2377.5051,289.04199,8225466.5,
0.73461397,3548.2367,2392.4581,281.9718,8490078.4,
0.73469646,3694.5566,2416.8644,270.66848,8929242.5,
0.73477416,3837.6288,2439.8467,260.67332,9364081.9,
0.73485185,3922.781,2453.354,254.92118,9623971,
0.73494954,3521.191,2385.0727,287.73589,8425707.4,
0.73504723,3119.7542,2316.8174,320.53809,7227900.5,
0.73513914,3192.2692,2330.0776,313.38104,7438976.4,
0.73523104,3316.649,2352.5377,301.50914,7802541.6,
0.73531723,3440.714,2374.1706,290.72299,8169439.4,
0.73540341,3535.9614,2390.4991,282.80851,8452712.3,
0.7354882,3568.5391,2395.9917,280.21988,8550136.3,
0.73557298,3594.3379,2400.3049,278.21536,8627506.3,
0.7356561,3639.2308,2407.7533,274.79751,8762482.7,
0.73573922,3667.8701,2412.488,272.63779,8848693,
0.73582451,3630.2872,2406.2634,275.48574,8735629.2,
0.7359098,3573.2745,2396.7806,279.85534,8564355.1,
0.7359967,3530.6897,2389.6011,283.23886,8437000.3,
0.7360836,3507.4795,2385.6707,285.10502,8367690.5,
0.73616204,3697.6481,2416.7699,271.15917,8942276.8,
0.73624048,3887.7559,2447.8591,257.21779,9516679,
0.73631987,3873.5394,2445.6186,258.16158,9473196.3,
0.73639926,3838.7834,2440.1138,260.49921,9367067.7,
0.73648435,3721.4348,2421.1148,268.87145,9011343.3,
0.73656943,3581.6552,2398.1848,279.20051,8589471.2,
0.73665776,3495.1778,2383.5573,286.13197,8331132.5,
0.73674609,3451.8679,2376.1575,289.69822,8202182,
0.73682906,3551.2999,2392.9153,281.80301,8499588.3,
0.73691203,3672.2935,2413.2152,272.30938,8862034.9,
0.73699383,3700.387,2417.8237,270.23449,8946820.7,
0.73707564,3726.1637,2422.017,268.37254,9024832,
0.73715452,3787.5333,2431.912,264.04316,9211115.3,
0.7372334,3863.1191,2443.972,258.85819,9441354.8,
0.7373097,3945.72,2456.9059,253.46864,9694543.7,
0.73738599,3994.7572,2464.531,250.32811,9845202.5,
0.73747152,3812.7258,2435.4818,262.83197,9290711.3,
0.73755705,3564.9169,2395.378,280.51144,8539323.6,
0.73764735,3445.6614,2375.0738,290.23781,8183844.7,
0.73773764,3375.417,2362.8903,296.25969,7975740,
0.73782901,3348.8953,2358.236,298.60459,7897477,
0.73792039,3334.7926,2355.7484,299.86874,7855932,
0.73801211,3327.1892,2354.4045,300.55405,7833549,
0.73810384,3323.8823,2353.8193,300.85302,7823818,
0.73819185,3393.779,2366.0033,294.78175,8030543.4,
0.73827986,3463.6367,2378.1804,288.71387,8237153.5,
0.73837138,3397.3339,2366.6323,294.46041,8041004.5,
0.7384629,3331.148,2355.1045,300.19681,7845201.5,
0.73855058,3403.3712,2367.6675,293.95849,8058957.2,
0.73863825,3475.4851,2380.2114,287.72961,8272389.5,
0.73872626,3472.2988,2379.6659,287.99352,8262910.2,
0.73881426,3463.6351,2378.1801,288.714,8237148.7,
0.73890614,3387.3653,2364.8822,295.34317,8011591.5,
0.73899802,3316.6484,2352.5376,301.50919,7802540,
0.73908682,3364.3632,2360.9127,297.28765,7943332.2,
0.73917563,3432.4358,2372.8063,291.33831,8144504.6,
0.73926283,3474.127,2379.9745,287.8478,8268374,
0.73935003,3495.4133,2383.6162,286.0892,8331724,
0.73943914,3464.4286,2378.2999,288.669,8239600.9,
0.73952824,3420.8752,2370.8058,292.32285,8110231,
0.7396183,3403.0344,2367.7118,293.85126,8057376.6,
0.73970836,3382.909,2364.2003,295.60356,7997875,
0.73980227,3312.1403,2351.6781,302.00124,7789615,
0.73989617,3246.007,2339.9096,308.0708,7595363,
0.73999079,3228.891,2336.8189,309.70374,7545333.1,
0.74008541,3221.988,2335.5688,310.36738,7525175,
0.7401791,3231.1113,2337.2203,309.49116,7551820,
0.7402728,3252.9321,2341.1565,307.41496,7615623.2,
0.74036259,3328.9656,2354.6404,300.50013,7839211.9,
0.74045238,3394.2092,2366.1723,294.61943,8031284,
0.74054212,3396.1617,2366.5125,294.44997,8037058.8,
0.74063186,3397.9932,2366.8314,294.29134,8042477.4,
0.74072055,3410.2359,2368.9606,293.2346,8078713.3,
0.74080924,3436.3083,2373.4754,291.00998,8155993.1,
0.74089384,3527.4115,2388.9525,283.6209,8427761.2,
0.74097845,3602.8359,2401.7224,277.55913,8653012,
0.74106344,3597.7696,2400.8776,277.95003,8637805.1,
0.74114844,3585.8804,2398.8918,278.87154,8602139.3,
0.74123513,3555.653,2393.8136,281.25075,8511634.4,
0.74132182,3515.5677,2387.0448,284.44908,8391817.3,
0.74141012,3475.3551,2380.1815,287.7503,8272047.4,
0.74149842,3451.8679,2376.1575,289.69822,8202182,
0.74158413,3504.2424,2385.07,285.43211,8358330.5,
0.74166984,3556.5935,2393.9785,281.16792,8514409,
0.74175606,3547.1317,2392.3832,281.91989,8486113.2,
0.74184227,3535.9626,2390.4993,282.80841,8452715.9,
0.74192855,3533.9363,2390.1567,282.9705,8446661.6,
0.74201482,3531.8653,2389.8064,283.13649,8440475.2,
0.74210172,3523.0345,2388.311,283.84649,8414104.5,
0.74218862,3507.4803,2385.6708,285.10495,8367693,
0.74227693,3477.8561,2380.6099,287.54298,8279487.2,
0.74236523,3451.8687,2376.1576,289.69815,8202184.3,
0.74245383,3445.4314,2375.0494,290.23903,8183067.2,
0.74254243,3440.1817,2374.1439,290.68232,8167486.4,
0.7426315,3433.0824,2372.9188,291.28261,8146419.5,
0.74272058,3420.8783,2370.8063,292.32259,8110240,
0.74281476,3325.5379,2353.9634,300.90607,7829514.6,
0.74290894,3235.6675,2338.0439,309.05523,7565133.2,
0.74300338,3232.1792,2337.4137,309.38847,7554938.4,
0.74309782,3228.8122,2336.8045,309.71141,7545102.9,
0.74319494,3182.3003,2328.3028,314.29614,7409700.3,
0.74329207,3139.0325,2320.3882,318.56951,7283773.5,
0.74338916,3139.0325,2320.3882,318.56951,7283773.5,
0.74348625,3139.0325,2320.3882,318.56951,7283773.5,
0.74357765,3236.9556,2338.0761,309.21501,7569978.6,
0.74366905,3334.7917,2355.7483,299.86881,7855929.5,
0.74376194,3314.0106,2352.0625,301.75893,7794822.1,
0.74385483,3280.9458,2346.1806,304.79017,7697691.1,
0.74394904,3258.922,2342.2349,306.84782,7633147.8,
0.74404324,3235.668,2338.044,309.05518,7565134.6,
0.74413944,3203.0672,2332.1292,312.2053,7469993.9,
0.74423564,3168.399,2325.7961,315.61683,7369050,
0.74433362,3131.5019,2318.9878,319.34652,7261976.8,
0.74443161,3110.2041,2315.0422,321.5223,7200254,
0.7445237,3192.7541,2330.1181,313.40257,7440641.6,
0.74461578,3309.4426,2351.2586,302.1657,7781354.9,
0.7447051,3378.3752,2363.3963,296.01586,7984541.4,
0.74479441,3413.2139,2369.4773,292.97901,8087532.5,
0.7448845,3398.9016,2366.9855,294.21788,8045186.5,
0.74497459,3382.9091,2364.2003,295.60355,7997875.2,
0.7450648,3380.824,2363.836,295.78581,7991713.5,
0.74515501,3379.1583,2363.5447,295.93167,7986792.1,
0.74524543,3375.7273,2362.9445,296.23251,7976656.9,
0.74533586,3371.6811,2362.2362,296.58795,7964707.1,
0.74542648,3368.5727,2361.6916,296.86151,7955528.9,
0.74551711,3364.2371,2360.9312,297.24422,7942732.1,
0.74560869,3349.0739,2358.2646,298.59253,7898018.8,
0.74570027,3327.5083,2354.4609,300.52517,7834488.3,
0.74579295,3308.2875,2351.0536,302.271,7777960,
0.74588563,3288.024,2347.4451,304.13405,7718455.4,
0.74597963,3259.9984,2342.4216,306.75585,7636335.3,
0.74607362,3242.5527,2339.2866,308.399,7585260,
0.74616761,3242.5527,2339.2866,308.399,7585260,
0.74626161,3242.5527,2339.2866,308.399,7585260,
0.7463567,3225.2227,2336.1486,310.06493,7534652.9,
0.7464518,3205.0467,2332.4926,312.00792,7475748,
0.74654711,3201.824,2331.9062,312.3217,7466351.8,
0.74664241,3198.3206,2331.2678,312.66408,7456142,
0.74674052,3151.1134,2322.5749,317.4101,7319054.2,
0.74683862,3107.0334,2314.4519,321.85041,7191079.5,
0.74693631,3110.656,2315.1263,321.47555,7201561.2,
0.747034,3119.7534,2316.8172,320.53817,7227898.4,
0.74712931,3161.7625,2324.5486,316.32106,7349913.3,
0.74722461,3198.3206,2331.2678,312.66408,7456142,
0.7473206,3191.2606,2329.9801,313.356,7435575,
0.74741659,3175.0026,2327.007,314.96037,7388253.4,
0.74751527,3136.446,2319.896,318.85275,7276345.6,
0.74761396,3088.1366,2310.9248,323.81987,7136451.6,
0.74771489,3044.9713,2302.7971,328.4249,7012029.1,
0.74781583,3020.812,2298.2253,331.03683,6942506.5,
0.74791507,3036.272,2301.1582,329.35429,6986958.5,
0.74801431,3069.4927,2307.4289,325.78673,7082636.3,
0.74810958,3144.5148,2321.3323,318.11391,7300037,
0.74820486,3201.6802,2331.8799,312.33599,7465934,
0.74830195,3171.8031,2326.4014,315.30589,7379050.1,
0.74839904,3139.0318,2320.3881,318.56958,7283771.5,
0.74849634,3135.3088,2319.6999,318.94768,7272974,
0.74859364,3132.5795,2319.1948,319.22575,7265061.6,
0.74869124,3126.7983,2318.1238,319.81638,7248307.9,
0.74878884,3122.9507,2317.4106,320.20998,7237159.5,
0.74888594,3130.3192,2318.7752,319.45798,7258516.3,
0.74898303,3139.0325,2320.3882,318.5695,7283773.7,
0.74908003,3141.3235,2320.8115,318.33715,7290419.8,
0.74917704,3142.2678,2320.9858,318.24148,7293159.5,
0.74927443,3136.4588,2319.9117,318.83197,7276313.6,
0.74937182,3129.3636,2318.5994,319.55379,7255740.3,
0.74946933,3127.1164,2318.183,319.78343,7249228,
0.74956684,3126.1538,2318.0046,319.88189,7246439,
0.74966432,3126.1538,2318.0046,319.88189,7246439,
0.7497618,3126.1538,2318.0046,319.88189,7246439,
0.74985871,3132.42,2319.1649,319.24252,7264601.7,
0.74995563,3145.5089,2321.5841,317.91358,7302563.6,
0.75005109,3171.9785,2326.445,315.272,7379500.4,
0.75014655,3191.623,2330.0466,313.3202,7436631,
0.7502426,3186.5407,2329.1183,313.82008,7421831.3,
0.75033865,3174.9976,2327.0061,314.96086,7388238.9,
0.75043643,3145.6458,2321.5986,317.91525,7303015.8,
0.75053421,3116.5628,2316.2245,320.86631,7218658.8,
0.75063253,3106.9964,2314.4454,321.85384,7190971.1,
0.75073084,3100.7111,2313.2738,322.50667,7172793.6,
0.75082942,3095.1025,2312.2269,323.09115,7156579.5,
0.75092801,3091.2776,2311.5122,323.49085,7145525.8,
0.75102674,3089.7941,2311.2348,323.64611,7141239.5,
0.75112547,3088.1455,2310.9265,323.81893,7136477.4,
0.75122474,3081.0417,2309.596,324.56607,7115964.6,
0.75132401,3069.4858,2307.4276,325.78746,7082616.5,
0.75142432,3052.5477,2304.2354,327.59889,7033808,
0.75152463,3038.8827,2301.6548,329.06832,6994458.8,
0.75162512,3034.5971,2300.8429,329.53304,6982131.1,
0.75172561,3032.8359,2300.509,329.7244,6977066.5,
0.7518261,3032.8359,2300.509,329.7244,6977066.5,
0.75192659,3032.8359,2300.509,329.7244,6977066.5,
0.75202508,3063.6182,2306.3024,326.4444,7065808.6,
0.75212358,3094.4155,2312.0986,323.16279,7154594,
0.7522224,3091.691,2311.5895,323.44757,7146720.5,
0.75232122,3085.0209,2310.3417,324.1469,7127452.6,
0.75242162,3058.4784,2305.3446,326.97757,7050941.5,
0.75252202,3035.8569,2301.0815,329.39628,6985754.5,
0.75261969,3077.8141,2308.9511,324.96628,7106852.3,
0.75271736,3119.7541,2316.8174,320.53809,7227900.5,
0.752818,3074.7507,2308.3702,325.29921,7098042.4,
0.75291864,3029.8213,2299.937,330.05248,6968398,
0.75301824,3040.0084,2301.8666,328.94839,6997704.1,
0.75311783,3060.2447,2305.6891,326.77126,7055972.9,
0.75321555,3095.0453,2312.2037,323.11592,7156479.5,
0.75331327,3119.7541,2316.8174,320.53809,7227900.5,
0.75341197,3105.7482,2314.2084,321.98993,7187383.8,
0.75351067,3088.145,2310.9264,323.81898,7136475.9,
0.75360967,3081.6605,2309.7123,324.50043,7117749.6,
0.75370867,3078.7876,2309.1738,324.80317,7109456,
0.75380615,3102.4753,2313.5901,322.34205,7177960.9,
0.75390363,3126.1538,2318.0046,319.88189,7246439,
0.75400234,3109.9092,2314.9818,321.56105,7199429.5,
0.75410104,3088.1457,2310.9265,323.81892,7136477.8,
0.75420022,3079.0548,2309.2241,324.77477,7110226.5,
0.7542994,3072.5812,2308.0093,325.45927,7091545.9,
0.7543989,3066.4973,2306.8658,326.10518,7073998.6,
0.75449841,3063.3162,2306.2673,326.44361,7064826,
0.75459711,3071.8545,2307.8717,325.53774,7089454.3,
0.75469582,3088.1444,2310.9263,323.81905,7136474,
0.75479321,3112.6207,2315.4862,321.28096,7207276.5,
0.7548906,3129.3635,2318.5994,319.5538,7255740,
0.7549893,3108.7655,2314.765,321.68523,7196140.4,
0.755088,3088.1458,2310.9265,323.81891,7136478,
0.75518603,3099.1768,2312.9847,322.67041,7168371.3,
0.75528405,3110.2041,2315.0422,321.5223,7200254,
0.75538386,3082.134,2309.7831,324.4774,7119208.3,
0.75548366,3054.1084,2304.5322,327.42781,7038291,
0.75558097,3093.3703,2311.8684,323.32403,7151752.4,
0.75567827,3132.5798,2319.1948,319.22571,7265062.5,
0.75577688,3118.6222,2316.6048,320.65782,7224633.8,
0.75587549,3091.2745,2311.5116,323.49117,7145516.9,
0.75597655,3048.911,2303.5341,328.01199,7023410.1,
0.75607761,3014.836,2297.088,331.693,6925343.8,
0.75617911,3006.3248,2295.4651,332.63199,6900913.4,
0.75628061,3002.9563,2294.8218,333.00518,6891249.5,
0.75637973,3039.3248,2301.7076,329.06754,6995887.3,
0.75647885,3075.6814,2308.5911,325.1312,7100490.5,
0.75658024,3040.7978,2301.9889,328.90435,7000112.9,
0.75668162,3005.9171,2295.3872,332.67718,6899743.7,
0.75678083,3039.2472,2301.6979,329.06843,6995639.2,
0.75688004,3072.5811,2308.0093,325.45929,7091545.5,
0.75697934,3071.7801,2307.8588,325.54413,7089234.7,
0.75707863,3069.4865,2307.4278,325.78738,7082618.6,
0.7571807,3032.8026,2300.4753,329.76958,6977107.7,
0.75728277,2985.3105,2291.4431,334.97353,6840669.3,
0.75738607,2961.835,2286.9237,337.63051,6773501.1,
0.75748936,2950.6289,2284.7588,338.91079,6741475.5,
0.75759144,2962.8336,2287.1154,337.51846,6776361.2,
0.75769352,2985.3131,2291.4436,334.97324,6840676.7,
0.75779392,3015.7448,2297.2527,331.60584,6927994.7,
0.75789432,3035.8569,2301.0815,329.39628,6985754.5,
0.75799514,3032.3674,2300.42,329.77531,6975718.6,
0.75809596,3023.8073,2298.7948,330.70892,6951112.3,
0.75819901,2993.5467,2293.0081,334.07345,6864337.2,
0.75830206,2959.2204,2286.4201,337.92683,6766021.3,
0.75840595,2941.8141,2283.0498,339.92734,6716313.2,
0.75850984,2933.5898,2281.4531,340.87928,6692847.5,
0.75860955,2995.4047,2293.2862,333.98683,6870051,
0.75870927,3057.1719,2305.1101,327.0997,7047118,
0.75880994,3043.722,2302.5665,328.5513,7008405.7,
0.75891061,3026.8114,2299.3657,330.38067,6959746.4,
0.75901163,3020.5825,2298.1817,331.06203,6941847.9,
0.75911266,3017.822,2297.6565,331.3648,6933918.5,
0.75921345,3019.8157,2298.0358,331.14611,6939645,
0.75931424,3023.809,2298.7952,330.70872,6951117.4,
0.75941464,3028.9082,2299.7637,330.15197,6965773.1,
0.75951504,3035.8566,2301.0815,329.39631,6985753.6,
0.75961472,3045.754,2302.9544,328.32645,7014235.5,
0.75971441,3057.1711,2305.11,327.09978,7047115.8,
0.75981341,3066.4088,2306.8501,326.11315,7073739,
0.75991241,3078.7858,2309.1735,324.80336,7109450.9,
0.76000891,3111.7454,2315.3217,321.37373,7204752.1,
0.7601054,3158.5425,2323.9852,316.60171,7340406.5,
0.76019893,3220.3842,2335.2507,310.56088,7520639.8,
0.76029246,3259.8933,2342.408,306.75851,7636000,
0.76038779,3234.1537,2337.7585,309.21667,7560773,
0.76048313,3194.9635,2330.656,312.99262,7446361.1,
0.76058001,3165.1027,2325.1872,315.95114,7359489.4,
0.76067689,3148.7605,2322.1838,317.58528,7312001,
0.76077357,3149.6255,2322.3433,317.49804,7314511.9,
0.76087024,3152.0173,2322.784,317.25715,7321455.2,
0.76096543,3177.6242,2327.4748,314.71854,7395946,
0.76106062,3201.6802,2331.8799,312.33599,7465934,
0.76115711,3180.1067,2327.9317,314.4693,7403156.7,
0.76125361,3158.5486,2323.9863,316.6011,7340424,
0.76134963,3166.7763,2325.4968,315.78067,7364340.7,
0.76144565,3175.0002,2327.0066,314.96061,7388246.5,
0.76154373,3141.0133,2320.7286,318.40587,7289652.8,
0.7616418,3107.0334,2314.4519,321.85041,7191079.5,
0.76173872,3121.8455,2317.2014,320.3293,7233978.4,
0.76183563,3145.5104,2321.5844,317.91342,7302568.1,
0.76193153,3161.6525,2324.5579,316.28934,7349438.8,
0.76202743,3178.3091,2327.6129,314.6327,7397873.3,
0.76212202,3204.8273,2332.4475,312.03687,7475136.7,
0.76221661,3221.988,2335.5688,310.36738,7525175,
0.76231341,3185.3877,2328.8788,313.975,7418627.2,
0.7624102,3148.7605,2322.1838,317.58528,7312001,
0.762505,3181.959,2328.2569,314.30605,7408619.8,
0.7625998,3215.1902,2334.3359,311.02359,7505334,
0.76269544,3203.9568,2332.2919,312.1176,7472583.3,
0.76279108,3188.2827,2329.4366,313.64848,7426902.1,
0.76288707,3179.4146,2327.8149,314.52361,7401090.3,
0.76298306,3175.0002,2327.0066,314.96061,7388246.5,
0.76307905,3175.0002,2327.0066,314.96061,7388246.5,
0.76317504,3175.0002,2327.0066,314.96061,7388246.5,
0.76326972,3192.0021,2330.1104,313.29049,7437761.5,
0.7633644,3218.588,2334.9524,310.69525,7515249.4,
0.76345815,3240.5688,2338.9266,308.59093,7579471.3,
0.76355191,3252.9348,2341.157,307.41471,7615631,
0.76364766,3224.8379,2336.07,310.11448,7533577.1,
0.76374341,3184.951,2328.8278,313.97656,7417202.7,
0.7638403,3160.9493,2324.4261,316.36319,7347408.1,
0.76393718,3148.7605,2322.1838,317.58528,7312001,
0.76403326,3156.9202,2323.6864,316.76499,7335696,
0.76412934,3175.0004,2327.0066,314.96059,7388246.9,
0.76422313,3220.6652,2335.3031,310.53157,7521451.9,
0.76431691,3256.4104,2341.782,307.08659,7625803.5,
0.7644112,3246.0412,2339.9134,308.0707,7595475,
0.76450549,3235.6689,2338.0442,309.05509,7565137.5,
0.76459776,3263.086,2342.9708,306.47299,7645407.2,
0.76469003,3313.0405,2351.8975,301.83755,7791931.4,
0.76477931,3370.5499,2362.0215,296.70963,7961459.3,
0.7648686,3420.8721,2370.8053,292.32311,8110221.7,
0.76495684,3449.9009,2375.8178,289.86506,8196347.7,
0.76504508,3463.6367,2378.1804,288.71387,8237153.5,
0.76513684,3408.5834,2368.6206,293.44678,8074121.3,
0.76522861,3331.1381,2355.1028,300.1977,7845172.6,
0.76532234,3286.0349,2347.0844,304.32579,7712650.2,
0.76541606,3263.3828,2343.0347,306.43051,7646218.5,
0.76550952,3267.137,2343.708,306.07867,7657216.3,
0.76560298,3273.8999,2344.9201,305.44613,7677033.3,
0.76569602,3282.4732,2346.4532,304.6491,7702173.9,
0.76578906,3288.0266,2347.4456,304.13381,7718463,
0.76588439,3249.8982,2340.5803,307.74428,7606908.8,
0.76597972,3211.8018,2333.7207,311.35173,7495448,
0.76607422,3225.4587,2336.1937,310.03898,7535329.9,
0.76616873,3239.1077,2338.6653,308.727,7575188.5,
0.76626436,3221.8136,2335.5311,310.393,7524699.3,
0.76635999,3201.68,2331.8799,312.33601,7465933.5,
0.76645586,3196.9018,2331.0094,312.80284,7452008.3,
0.76655173,3194.969,2330.657,312.99208,7446377,
0.76664623,3210.9123,2333.5562,311.44202,7492869.1,
0.76674073,3242.5517,2339.2864,308.3991,7585257,
0.76683267,3290.9326,2347.9461,303.88995,7727089.2,
0.76692461,3334.7903,2355.748,299.86894,7855925.3,
0.76701577,3355.0913,2359.3246,298.05503,7915752.6,
0.76710693,3364.2383,2360.9314,297.24411,7942735.5,
0.76719917,3347.9451,2358.0631,298.69696,7894706.8,
0.7672914,3323.8843,2353.8197,300.85284,7823823.8,
0.76738445,3307.4143,2350.8974,302.35228,7775399.5,
0.7674775,3298.7014,2349.3484,303.1496,7749798.5,
0.76756905,3325.9423,2354.169,300.68681,7829961,
0.7676606,3353.1348,2358.981,298.22841,7909981,
0.76775283,3340.3132,2356.7195,299.37753,7872210.1,
0.76784507,3327.5112,2354.4614,300.5249,7834497,
0.76793617,3341.1053,2356.8616,299.3033,7874531,
0.76802727,3371.6869,2362.2372,296.58744,7964724.4,
0.76811456,3434.6363,2373.163,291.1822,8151168.3,
0.76820185,3519.6402,2387.7357,284.11994,8403971.2,
0.76828529,3598.0061,2400.9234,277.92373,8638478.5,
0.76836873,3685.6196,2415.4015,271.3248,8902250.9,
0.76844732,3810.0041,2435.4644,262.53979,9279771.3,
0.76852591,3917.7402,2452.5655,255.24919,9608514.5,
0.76860279,3977.3903,2461.8446,251.42516,9791753.5,
0.76867968,4005.2566,2466.1489,249.6719,9877559,
0.76875711,3992.1846,2464.1317,250.4921,9837294.7,
0.76883453,3979.113,2462.1145,251.31227,9797032,
0.76890984,4026.1617,2469.3326,248.40539,9942231.1,
0.76898515,4096.772,2480.1169,244.09462,10160473,
0.76905899,4147.8286,2487.8019,241.0966,10319046,
0.76913284,4175.3428,2491.9236,239.5013,10404635,
0.76920684,4173.8485,2491.7006,239.58702,10399980,
0.76928084,4169.6309,2491.0709,239.82938,10386846,
0.76935692,4122.3118,2483.9502,242.60623,10239870,
0.769433,4053.1992,2473.4959,246.71868,10025572,
0.76951084,4002.8641,2465.7755,249.82647,9870218.3,
0.76958869,3968.7464,2460.5094,251.96872,9765138.1,
0.76966683,3958.0792,2458.8552,252.64688,9732335.2,
0.76974496,3948.184,2457.3162,253.28099,9701936.6,
0.76982427,3924.5738,2453.6326,254.80646,9629478.9,
0.76990357,3892.7143,2448.6393,256.89015,9531853.4,
0.76998439,3848.2282,2441.6024,259.87217,9395955.4,
0.77006521,3819.5493,2437.0515,261.81099,9308439,
0.77014547,3834.0242,2439.3539,260.82626,9352575.8,
0.77022572,3848.4851,2441.6541,259.84249,9396670,
0.77030654,3841.0445,2440.4729,260.34606,9373967.3,
0.77038736,3824.3404,2437.8154,261.483,9323036.6,
0.77046985,3779.7633,2430.6612,264.58913,9187517.9,
0.77055234,3744.4714,2424.9866,267.06039,9080293,
0.77063457,3748.2382,2425.5963,266.7919,9091711.6,
0.77071679,3758.3234,2427.2261,266.07608,9122300.6,
0.77079606,3833.6656,2439.2263,260.93117,9351932.1,
0.77087533,3902.6887,2450.2063,256.23362,9562392,
0.77095621,3870.9014,2445.1881,258.35325,9465223.7,
0.77103709,3824.3432,2437.8159,261.4828,9323045.3,
0.77111902,3793.2695,2432.8462,263.62775,9228467,
0.77120094,3776.9514,2430.228,264.7638,9178853,
0.7712803,3837.3027,2439.8218,260.66425,9362913.8,
0.77135966,3897.698,2449.4226,256.5617,9547109,
0.77144189,3832.6875,2439.0787,260.9887,9348899.3,
0.77152411,3767.6133,2428.7246,265.42004,9150495,
0.77160618,3769.9456,2429.1003,265.25593,9157576.5,
0.77168826,3772.2769,2429.4758,265.09189,9164655,
0.77177036,3772.2769,2429.4758,265.09189,9164655,
0.77185246,3772.2769,2429.4758,265.09189,9164655,
0.77192789,3914.8453,2451.8284,255.75372,9601492,
0.77200332,4113.3793,2482.6266,243.10911,10211985,
0.77207585,4225.2544,2499.3196,236.69088,10560462,
0.77214839,4280.8994,2507.5261,233.59577,10734467,
0.77222152,4265.9659,2505.3335,234.41637,10687700,
0.77229465,4251.0459,2503.1428,235.23622,10640975,
0.77236364,4380.0028,2521.7092,228.50831,11047486,
0.77243264,4508.8755,2540.2634,221.78479,11453731,
0.77250541,4432.8221,2529.4671,225.60767,11212852,
0.77257819,4268.9005,2505.7671,234.25236,10696870,
0.77266404,3920.8117,2452.1,256.10105,9624109.7,
0.7727499,3611.3738,2403.1442,276.90292,8678651.9,
0.77283868,3530.6215,2389.5978,283.23243,8436755.4,
0.77292746,3495.4135,2383.6162,286.08918,8331724.5,
0.77301636,3489.5438,2382.615,286.57035,8314239.1,
0.77310525,3487.4146,2382.2515,286.74537,8307898.5,
0.77319353,3499.4645,2384.3039,285.76139,8343811.8,
0.7732818,3511.521,2386.3574,284.77688,8379744.5,
0.77337177,3479.7551,2380.9235,287.40051,8285203.9,
0.77346174,3447.9641,2375.4854,290.02622,8190588.5,
0.7735512,3453.8627,2376.5006,289.53102,8208107.9,
0.77364067,3467.5748,2378.856,288.38601,8248861,
0.77372826,3503.043,2384.9041,285.48112,8354531.4,
0.77381585,3544.1924,2391.8889,282.15174,8477314.7,
0.77390248,3571.7982,2396.5312,279.97335,8559943.7,
0.77398911,3585.8823,2398.8921,278.87139,8602145,
0.77407637,3573.3065,2396.7833,279.85631,8564467.7,
0.77416363,3560.7476,2394.6772,280.83991,8526841,
0.77424388,3695.3556,2416.7114,270.94907,8933401.8,
0.77432414,3877.8751,2446.3024,257.8732,9486454.7,
0.7744018,3970.8914,2460.8307,251.84533,9771806.9,
0.77447947,4015.8113,2467.772,249.01569,9910106,
0.77456824,3757.5425,2426.0237,267.39383,9126662.7,
0.77465702,3499.4265,2384.3,285.76111,8343682.5,
0.77473969,3627.1726,2405.4895,276.03761,8727818.9,
0.77482236,3767.6141,2428.7247,265.41998,9150497.4,
0.77490437,3788.0602,2432.0134,263.98693,9212609.2,
0.77498639,3795.7668,2433.249,263.45137,9236046,
0.77507791,3611.1959,2402.5335,277.63158,8681611.9,
0.77516943,3397.9943,2366.8316,294.29126,8042480.4,
0.77526273,3350.2682,2358.477,298.48276,7901529.7,
0.77535604,3331.1479,2355.1045,300.19681,7845201.5,
0.77544878,3337.7126,2356.2638,299.60651,7864532.2,
0.77554153,3353.1331,2358.9807,298.22856,7909976,
0.77563188,3403.009,2367.6728,293.8993,8057498,
0.77572224,3444.0681,2374.8142,290.35431,8179022,
0.77581299,3439.8447,2374.086,290.71062,8166485.7,
0.77590375,3428.5676,2372.1376,291.66698,8133034.3,
